name,overall,potential,value_million_euro,position,nationality,age,height,team,formation,league,wage_million_euro,preferred_foot,weak_foot_rating,skill_moves,attacking_work_rate,defensive_work_rate,pace_total,shooting_total,passing_total,dribbling_total,defending_total,physicality_total,finishing,heading_accuracy,dribbling,ball_control,balance,shot_power,strength,long_shots,aggression,positioning,vision,penalties,mentality,goalkeeper_diving,goalkeeper_handling,goalkeeper_kicking,goalkeeper_positioning,goalkeeper_reflexes,passing,speed
Rafael da Conceição Leão,84,90,66.5,Winger,Portugal,23,188,AC Milan,4-2-3-1,it Serie A,4.68,1,4,4,1,0,91,77,73,86,27,74,80,63,89,86,80,80,80,72,60,82,74,63,81,0,0,0,0,0,69.5,91.0
Sandro Tonali,84,90,62.5,Midfielder,Italy,22,181,Newcastle United,4-3-3,eng Premier League,3.9,1,4,3,1,2,81,73,81,79,79,82,69,70,75,83,83,79,81,81,84,75,78,64,84,0,0,0,0,0,82.5,80.5
Luis Díaz,84,87,56.0,Winger,Colombia,25,180,Liverpool,4-3-3,eng Premier League,8.06,1,4,4,2,1,91,80,75,87,34,73,80,62,89,87,75,84,69,82,70,81,77,63,83,0,0,0,0,0,73.5,91.5
Éder Gabriel Militão,84,89,57.5,Defender,Brazil,24,186,Real Madrid,4-3-3,es La Liga,8.32,1,3,2,1,1,86,50,70,72,85,82,48,82,70,74,62,62,79,42,84,64,59,60,74,0,0,0,0,0,77.5,85.5
Federico Valverde,84,90,66.0,Midfielder,Uruguay,23,182,Real Madrid,4-3-3,es La Liga,9.1,1,4,3,2,2,87,74,80,79,78,80,69,59,78,83,68,83,79,81,81,78,81,59,82,0,0,0,0,0,85.5,86.5
Leroy Sané,84,85,49.5,Midfielder,Germany,26,183,Bayern Munich,4-2-3-1,de Bundesliga,4.68,0,2,4,1,1,88,81,80,85,38,66,80,72,86,85,81,86,66,80,63,81,81,71,82,0,0,0,0,0,76.0,88.5
Reece James,84,88,57.0,Full Back,England,22,178,Chelsea,3-4-3,eng Premier League,6.24,1,3,3,2,1,81,70,82,82,80,82,66,71,83,81,88,83,85,69,74,77,80,52,82,0,0,0,0,0,80.0,81.0
Alessandro Bastoni,84,90,60.5,Defender,Italy,23,190,Inter,3-5-2,it Serie A,3.9,0,3,2,1,2,73,35,69,71,86,82,26,82,70,76,57,49,82,37,84,39,57,47,82,0,0,0,0,0,78.0,72.5
Kai Havertz,84,91,84.5,Midfielder,Germany,23,189,Arsenal,4-2-3-1,eng Premier League,6.76,0,4,4,1,1,81,79,79,84,45,66,81,80,85,85,75,74,69,78,42,82,82,73,84,0,0,0,0,0,81.5,80.5
João Félix Sequeira,84,90,68.5,Forward,Portugal,22,181,Barcelona,4-3-3,es La Liga,4.056,1,4,5,1,1,83,80,81,88,40,67,79,69,89,88,84,80,62,81,68,85,86,68,86,0,0,0,0,0,79.5,83.5
Achraf Hakimi,84,87,53.5,Full Back,Morocco,23,181,Paris Saint-Germain,4-3-3,fr Ligue 1,4.68,1,4,4,2,1,92,75,79,80,75,78,75,68,79,82,78,80,72,73,75,78,77,60,72,0,0,0,0,0,77.0,92.0
Alphonso Davies,84,89,60.5,Full Back,Canada,21,185,Bayern Munich,4-2-3-1,de Bundesliga,3.068,0,4,4,2,0,94,66,77,85,76,77,64,72,87,84,84,74,75,63,77,77,77,60,78,0,0,0,0,0,74.5,94.5
Declan Rice,84,87,52.0,Midfielder,England,23,185,Arsenal,4-2-3-1,eng Premier League,4.316,1,3,2,1,2,71,64,74,76,82,83,61,72,78,79,67,74,79,65,84,58,79,71,83,0,0,0,0,0,83.5,71.0
Mason Mount,84,87,57.5,Midfielder,England,23,180,Manchester United,4-2-3-1,eng Premier League,6.76,1,4,3,2,2,74,81,85,82,55,67,81,59,82,85,76,81,58,83,68,82,83,69,84,0,0,0,0,0,85.5,74.0
Jadon Sancho,84,88,61.5,Winger,England,22,180,Manchester United,4-2-3-1,eng Premier League,8.06,1,3,5,2,1,81,74,81,89,36,59,77,38,91,88,89,71,62,65,44,81,85,74,85,0,0,0,0,0,78.0,81.0
Fikayo Tomori,84,90,60.5,Defender,England,24,185,AC Milan,4-2-3-1,it Serie A,3.9,1,4,2,1,2,86,40,60,66,86,81,33,83,61,66,71,56,84,45,83,37,48,27,81,0,0,0,0,0,69.0,85.0
Mikel Oyarzabal Ugarte,84,86,53.0,Winger,Spain,25,181,Real Sociedad,4-3-3,es La Liga,2.964,0,3,3,2,1,79,83,80,83,41,62,85,60,84,85,80,80,57,81,52,85,82,84,83,0,0,0,0,0,77.5,79.0
Lorenzo Pellegrini,84,87,55.0,Midfielder,Italy,26,186,Roma,3-4-2-1,it Serie A,4.94,1,4,3,2,2,79,77,83,84,74,78,77,74,82,87,82,79,74,76,74,80,87,82,84,0,0,0,0,0,86.5,79.0
Marcos Llorente Moreno,84,85,48.0,Midfielder,Spain,27,184,Atletico Madrid,5-3-2,es La Liga,4.212,1,4,3,2,1,88,79,81,82,78,81,80,67,82,84,68,84,77,77,82,84,84,65,83,0,0,0,0,0,83.5,87.5
Martin Ødegaard,84,89,63.5,Midfielder,Norway,23,178,Arsenal,4-2-3-1,eng Premier League,5.46,0,2,5,2,1,76,75,86,84,58,63,75,52,85,85,83,76,56,77,63,79,86,63,78,0,0,0,0,0,86.0,76.5
Dušan Vlahović,84,91,86.5,Forward,Serbia,22,190,Juventus,3-5-2,it Serie A,7.28,0,3,3,1,1,80,85,66,78,28,79,88,77,80,85,52,84,88,82,60,88,68,73,80,0,0,0,0,0,66.0,79.5
Diego Carlos Santos Silva,83,83,30.5,Defender,Brazil,29,186,Aston Villa,4-3-3,eng Premier League,5.46,1,4,3,1,2,76,47,63,67,82,82,32,79,65,71,50,73,87,57,85,52,63,41,75,0,0,0,0,0,75.0,76.5
José Ángel Esmoris Tasende,83,85,42.0,Full Back,Spain,25,171,Hoffenheim,3-5-2,de Bundesliga,3.328,0,3,4,2,2,78,71,82,84,76,70,70,65,84,84,85,80,60,69,77,79,79,55,81,0,0,0,0,0,81.0,78.5
Ousmane Dembélé,83,86,48.0,Winger,France,25,178,Paris Saint-Germain,4-3-3,fr Ligue 1,9.36,0,5,5,2,1,93,77,79,87,36,56,75,43,89,85,81,83,51,76,54,77,81,75,80,0,0,0,0,0,77.0,93.5
Marco Asensio Willemsen,83,84,43.0,Winger,Spain,26,182,Real Madrid,4-3-3,es La Liga,10.4,0,3,4,2,1,82,80,81,83,43,62,78,57,83,87,76,86,63,85,45,80,80,62,82,0,0,0,0,0,81.5,82.0
Rúben Diogo da Silva Neves,83,86,47.5,Midfielder,Portugal,25,180,Wolverhampton Wanderers,3-4-3,eng Premier League,5.46,1,4,3,0,2,58,74,86,77,76,73,65,53,75,82,72,85,67,82,83,62,87,76,86,0,0,0,0,0,88.0,58.5
Mikel Merino Zazón,83,86,47.0,Midfielder,Spain,26,189,Real Sociedad,4-3-3,es La Liga,2.548,0,3,3,2,2,73,78,81,82,82,81,79,86,83,85,72,84,79,78,81,78,81,60,80,0,0,0,0,0,83.0,73.0
Konrad Laimer,83,84,38.5,Midfielder,Austria,25,180,RB Leipzig,3-4-3,de Bundesliga,3.328,1,3,3,1,2,84,68,78,79,81,78,69,69,79,80,74,72,69,68,87,73,78,54,81,0,0,0,0,0,80.5,83.5
Presnel Kimpembe,83,86,42.0,Defender,France,26,189,Paris Saint-Germain,4-3-3,fr Ligue 1,4.94,0,3,2,1,2,80,43,68,69,83,86,33,80,63,78,59,70,88,37,90,47,64,52,79,0,0,0,0,0,77.5,79.5
Fabián Ruiz Peña,83,85,44.5,Midfielder,Spain,26,189,Paris Saint-Germain,4-3-3,fr Ligue 1,5.46,0,3,4,1,1,61,79,80,83,74,72,79,67,85,88,67,77,67,85,68,81,84,67,85,0,0,0,0,0,82.5,61.5
Ferland Mendy,83,84,38.0,Full Back,France,27,180,Real Madrid,4-3-3,es La Liga,8.84,0,5,4,2,2,92,64,77,78,78,84,63,72,77,76,79,69,83,64,82,80,75,49,78,0,0,0,0,0,80.5,91.5
Gabriel Fernando de Jesus,83,86,48.5,Forward,Brazil,25,175,Arsenal,4-2-3-1,eng Premier League,5.98,1,3,4,2,2,84,82,74,86,40,74,83,78,87,85,87,84,69,77,75,86,77,75,78,0,0,0,0,0,72.0,84.5
Unai Simón Mendibil,83,86,37.0,Goalkeeper,Spain,25,190,Athletic Bilbao,4-4-2,es La Liga,1.56,1,3,0,1,1,0,79,77,0,0,85,0,0,0,0,47,58,76,0,0,0,48,0,46,82,79,77,85,85,0.0,0.0
Victor Osimhen,83,89,58.0,Forward,Nigeria,23,185,Napoli,4-3-3,it Serie A,3.744,1,4,3,2,1,90,82,65,78,40,81,88,80,78,80,68,79,85,72,69,85,69,75,79,0,0,0,0,0,62.5,89.5
Pierre-Emile Højbjerg,83,85,40.5,Midfielder,Denmark,26,187,Tottenham,3-4-2-1,eng Premier League,5.72,1,4,3,2,2,55,73,77,77,80,82,68,65,78,80,67,85,79,80,87,68,73,56,84,0,0,0,0,0,82.0,55.0
Cristian Romero,83,88,49.5,Defender,Argentina,24,185,Tottenham,3-4-2-1,eng Premier League,4.94,1,2,3,1,2,73,46,57,65,85,82,48,83,59,68,68,51,82,36,90,43,41,40,80,0,0,0,0,0,69.0,73.5
Carlos Soler Barragán,83,88,53.0,Midfielder,Spain,25,180,Paris Saint-Germain,4-3-3,fr Ligue 1,5.2,1,4,3,1,1,80,77,83,80,71,72,78,56,80,81,73,77,71,76,65,78,85,86,76,0,0,0,0,0,84.5,80.0
Gregor Kobel,83,88,44.0,Goalkeeper,Switzerland,24,195,Borussia Dortmund,4-2-3-1,de Bundesliga,2.08,1,3,0,1,1,0,80,74,0,0,79,0,0,0,0,29,56,81,0,0,0,59,0,66,84,80,74,79,88,0.0,0.0
Pau Francisco Torres,83,89,50.5,Defender,Spain,25,191,Aston Villa,4-3-3,eng Premier League,2.236,0,3,2,1,2,73,38,67,70,84,81,28,85,64,79,52,58,82,40,79,42,67,42,73,0,0,0,0,0,78.0,73.0
Duván Zapata,83,83,30.5,Forward,Colombia,31,189,Atalanta,3-4-2-1,it Serie A,4.004,1,4,3,2,1,78,82,63,79,35,85,87,83,79,84,58,86,95,69,72,86,66,75,82,0,0,0,0,0,66.0,78.0
Ángel Correa,83,84,42.5,Forward,Argentina,27,171,Atletico Madrid,5-3-2,es La Liga,4.16,1,4,4,2,1,85,84,77,87,50,74,86,71,87,87,88,83,70,86,79,86,82,66,77,0,0,0,0,0,73.5,85.5
José María Giménez,83,85,38.5,Defender,Uruguay,27,185,Atletico Madrid,5-3-2,es La Liga,3.536,1,3,2,1,2,71,46,57,60,85,83,37,82,54,66,56,73,86,48,88,25,46,38,75,0,0,0,0,0,68.5,70.5
Thomas Lemar,83,86,47.0,Midfielder,France,26,171,Atletico Madrid,5-3-2,es La Liga,3.848,0,3,4,2,2,82,78,83,87,68,64,77,54,88,86,85,79,56,79,63,81,85,69,80,0,0,0,0,0,82.0,82.5
Gleison Bremer Silva Nascimento,83,87,45.5,Defender,Brazil,25,188,Juventus,3-5-2,it Serie A,5.98,1,2,2,2,1,78,50,56,65,84,79,49,86,62,65,66,68,82,36,82,58,45,43,74,0,0,0,0,0,69.0,77.5
Juan Cuadrado,83,83,13.5,Full Back,Colombia,34,179,Juventus,3-5-2,it Serie A,6.24,1,3,5,2,1,90,75,78,87,76,72,70,68,90,85,81,84,66,80,78,75,72,65,74,0,0,0,0,0,77.0,90.0
Piotr Zieliński,83,83,36.5,Midfielder,Poland,28,180,Napoli,4-3-3,it Serie A,4.056,1,5,4,1,1,81,77,81,86,70,62,75,52,87,87,79,79,57,83,56,80,84,58,75,0,0,0,0,0,83.0,81.0
Jesús Navas González,83,83,8.0,Full Back,Spain,36,172,Sevilla,4-3-3,es La Liga,1.456,1,2,4,2,1,85,68,82,81,79,57,63,73,80,82,84,74,37,70,75,81,83,56,82,0,0,0,0,0,81.0,85.5
Kasper Schmeichel,83,83,4.0,Goalkeeper,Denmark,35,189,Nice,4-4-2,fr Ligue 1,1.612,1,3,0,1,1,0,78,79,0,0,81,0,0,0,0,47,59,63,0,0,0,59,0,67,81,78,79,81,86,0.0,0.0
Jordan Henderson,83,83,28.5,Midfielder,England,32,182,Liverpool,4-3-3,eng Premier League,7.02,1,3,3,2,2,66,74,83,78,78,81,73,64,78,83,67,77,78,75,83,78,80,64,80,0,0,0,0,0,86.0,66.0
Fernando Reges Mouta,83,83,12.5,Midfielder,Brazil,34,183,Sevilla,4-3-3,es La Liga,2.028,1,3,3,1,1,65,62,76,73,83,81,54,74,71,78,62,76,81,68,84,62,79,54,78,0,0,0,0,0,83.0,64.5
Lukáš Hrádecký,83,83,18.0,Goalkeeper,Finland,32,192,Bayer Leverkusen,4-2-3-1,de Bundesliga,2.86,1,3,0,1,1,0,77,69,0,0,82,0,0,0,0,39,52,55,0,0,0,53,0,48,84,77,69,82,87,0.0,0.0
David Josué Jiménez Silva,83,83,12.0,Midfielder,Spain,36,173,Real Sociedad,4-3-3,es La Liga,1.924,0,2,4,2,1,61,72,86,85,52,53,70,53,84,86,89,72,45,71,56,84,89,75,90,0,0,0,0,0,86.5,62.0
Oliver Baumann,83,83,18.0,Goalkeeper,Germany,32,187,Hoffenheim,3-5-2,de Bundesliga,2.08,1,1,0,1,1,0,82,79,0,0,79,0,0,0,0,43,59,69,0,0,0,41,0,52,83,82,79,79,84,0.0,0.0
Antoine Griezmann,83,83,30.5,Forward,France,31,176,Atletico Madrid,5-3-2,es La Liga,9.62,0,3,4,1,1,80,82,83,85,52,72,82,83,84,85,83,82,64,81,73,88,85,79,89,0,0,0,0,0,80.5,79.5
Luis Alberto Romero Alconchel,83,83,35.5,Midfielder,Spain,29,183,Lazio,4-3-3,it Serie A,3.848,1,3,4,1,1,54,75,86,83,57,57,75,49,82,90,83,78,64,75,29,76,92,56,80,0,0,0,0,0,90.0,54.5
Roberto Firmino Barbosa de Oliveira,83,83,35.5,Forward,Brazil,30,181,Liverpool,4-3-3,eng Premier League,7.8,1,4,5,2,2,74,76,79,87,59,78,76,78,87,88,86,77,74,76,75,82,83,72,88,0,0,0,0,0,80.0,74.5
John Stones,83,84,34.5,Defender,England,28,188,Manchester City,4-3-3,eng Premier League,7.8,1,4,3,2,1,72,51,71,75,84,77,52,84,72,83,59,55,78,44,80,52,67,52,80,0,0,0,0,0,79.0,72.0
Hakim Ziyech,83,83,35.5,Winger,Morocco,29,181,Chelsea,3-4-3,eng Premier League,8.06,0,2,5,2,2,76,77,87,83,50,65,73,52,83,84,78,83,58,80,73,81,88,67,79,0,0,0,0,0,87.5,76.0
Jorge Resurrección,83,83,34.5,Midfielder,Spain,30,176,Atletico Madrid,5-3-2,es La Liga,3.848,1,4,3,1,1,70,72,84,79,78,79,69,61,77,81,81,81,75,75,78,76,83,67,85,0,0,0,0,0,85.0,70.5
James Maddison,82,84,38.0,Midfielder,England,25,175,Tottenham,3-4-2-1,eng Premier League,5.2,1,4,4,2,1,73,78,84,85,54,62,76,35,85,86,83,83,53,80,68,81,85,74,84,0,0,0,0,0,83.5,73.0
Gerónimo Rulli,82,82,20.5,Goalkeeper,Argentina,30,189,Villarreal,4-4-2,es La Liga,1.768,1,3,0,1,1,0,79,80,0,0,81,0,0,0,0,50,60,73,0,0,0,62,0,61,82,79,80,81,83,0.0,0.0
Andrej Kramarić,82,82,25.5,Forward,Croatia,31,177,Hoffenheim,3-5-2,de Bundesliga,2.808,1,4,4,1,1,71,80,79,85,30,72,79,69,85,85,86,82,69,80,73,82,82,89,81,0,0,0,0,0,75.0,71.0
Giovanni Di Lorenzo,82,82,27.5,Full Back,Italy,28,183,Napoli,4-3-3,it Serie A,3.432,1,3,3,1,1,85,66,73,77,78,80,64,71,76,77,78,72,76,69,75,70,66,59,77,0,0,0,0,0,74.0,85.0
David Soria Solís,82,82,21.0,Goalkeeper,Spain,29,192,Getafe,5-3-2,es La Liga,1.664,1,3,0,1,1,0,81,73,0,0,81,0,0,0,0,42,55,75,0,0,0,45,0,58,82,81,73,81,83,0.0,0.0
Manuel Locatelli,82,86,40.0,Midfielder,Italy,24,185,Juventus,3-5-2,it Serie A,1.924,1,4,3,1,2,63,72,79,78,79,79,69,68,78,82,60,77,78,80,72,73,82,60,77,0,0,0,0,0,84.0,62.5
Robin Gosens,82,82,29.5,Full Back,Germany,27,183,Inter,3-5-2,it Serie A,3.068,0,3,3,2,1,82,75,74,79,77,80,79,82,80,81,66,76,76,68,80,86,60,55,77,0,0,0,0,0,78.5,81.5
Gonçalo Manuel Ganchinho Guedes,82,85,41.0,Forward,Portugal,25,179,Wolverhampton Wanderers,3-4-3,eng Premier League,5.46,1,4,4,2,0,86,83,74,83,38,70,82,75,84,82,75,87,72,88,64,79,76,69,78,0,0,0,0,0,69.5,86.0
Jonathan Tah,82,84,33.5,Defender,Germany,26,195,Bayer Leverkusen,4-2-3-1,de Bundesliga,3.224,1,4,2,1,1,67,37,59,61,83,85,32,83,60,66,40,60,92,26,79,33,56,38,74,0,0,0,0,0,73.0,66.0
Emre Can,82,82,30.5,Midfielder,Germany,28,186,Borussia Dortmund,4-2-3-1,de Bundesliga,3.276,1,4,3,1,2,79,78,77,80,82,87,75,82,83,79,75,85,86,81,88,75,79,68,80,0,0,0,0,0,83.0,78.0
Julian Brandt,82,85,40.0,Midfielder,Germany,26,185,Borussia Dortmund,4-2-3-1,de Bundesliga,3.12,1,4,4,2,1,67,78,82,85,48,65,78,52,86,86,83,81,68,79,39,80,84,54,83,0,0,0,0,0,83.0,66.5
Timo Werner,82,84,38.0,Forward,Germany,26,180,RB Leipzig,3-4-3,de Bundesliga,3.796,1,4,3,2,1,90,80,69,82,35,69,78,75,82,83,76,85,64,77,63,87,68,78,79,0,0,0,0,0,66.5,90.5
José Luís Gayà Peña,82,83,32.0,Full Back,Spain,27,172,Valencia,4-4-2,es La Liga,2.288,0,3,4,2,1,83,61,76,80,78,73,61,58,79,80,80,62,67,59,76,75,75,52,76,0,0,0,0,0,77.0,83.0
Raphaël Guerreiro,82,82,27.5,Full Back,Portugal,28,170,Borussia Dortmund,4-2-3-1,de Bundesliga,2.964,0,2,4,2,0,74,77,86,87,75,55,77,44,87,87,90,78,50,80,45,79,85,54,86,0,0,0,0,0,86.5,75.0
André Onana,82,85,30.5,Goalkeeper,Cameroon,26,190,Manchester United,4-2-3-1,eng Premier League,3.068,1,3,0,1,1,0,80,86,0,0,80,0,0,0,0,53,65,79,0,0,0,64,0,64,81,80,86,80,83,0.0,0.0
Matthias Ginter,82,83,29.0,Defender,Germany,28,191,Freiburg,3-4-3,de Bundesliga,2.08,1,3,2,2,1,60,59,71,66,84,79,55,82,61,75,49,79,84,46,72,55,72,67,76,0,0,0,0,0,78.0,59.0
Sébastien Haller,82,82,31.0,Forward,Côte d'Ivoire,28,190,Borussia Dortmund,4-2-3-1,de Bundesliga,3.536,1,3,3,2,1,65,80,62,74,52,82,83,86,74,78,52,83,92,65,67,87,72,88,82,0,0,0,0,0,63.5,64.5
Aritz Elustondo,82,83,29.0,Defender,Spain,28,180,Real Sociedad,4-3-3,es La Liga,2.236,1,3,2,0,2,64,39,65,62,82,78,35,83,48,78,56,44,78,42,83,38,32,43,77,0,0,0,0,0,74.5,64.0
Tammy Abraham,82,85,42.0,Forward,England,24,195,Roma,3-4-2-1,it Serie A,4.004,1,3,3,2,1,83,81,66,78,36,80,85,86,80,82,53,80,85,71,68,83,73,79,82,0,0,0,0,0,65.0,82.5
Ismaël Bennacer,82,86,40.0,Midfielder,Algeria,24,175,AC Milan,4-2-3-1,it Serie A,3.276,0,3,4,2,1,77,68,80,86,77,76,63,62,86,85,89,75,69,74,86,66,81,68,80,0,0,0,0,0,84.0,77.0
Alejandro Remiro Gargallo,82,84,28.0,Goalkeeper,Spain,27,192,Real Sociedad,4-3-3,es La Liga,1.768,1,4,0,1,1,0,76,79,0,0,85,0,0,0,0,40,59,73,0,0,0,35,0,55,83,76,79,85,84,0.0,0.0
Florian Wirtz,82,91,66.0,Midfielder,Germany,19,176,Bayer Leverkusen,4-2-3-1,de Bundesliga,1.976,1,4,4,2,1,78,73,80,86,51,60,78,39,86,88,82,67,50,70,63,78,85,60,80,0,0,0,0,0,82.0,77.5
Antony Matheus dos Santos,82,88,49.0,Winger,Brazil,22,174,Manchester United,4-2-3-1,eng Premier League,6.76,0,3,5,2,1,93,74,75,86,39,69,76,45,85,88,85,73,62,76,76,76,79,66,80,0,0,0,0,0,68.5,93.0
Darwin Núñez,82,89,61.5,Forward,Uruguay,23,186,Liverpool,4-3-3,eng Premier League,6.24,1,3,3,2,2,89,82,68,77,42,86,83,76,76,77,67,86,88,75,78,84,71,78,83,0,0,0,0,0,64.5,89.5
Nico Schlotterbeck,82,88,44.5,Defender,Germany,22,191,Borussia Dortmund,4-2-3-1,de Bundesliga,2.444,0,3,3,2,2,76,56,66,72,84,78,49,85,72,71,66,75,81,60,79,56,67,38,76,0,0,0,0,0,78.0,76.5
Bukayo Saka,82,89,60.5,Midfielder,England,20,178,Arsenal,4-2-3-1,eng Premier League,3.952,0,3,3,2,1,84,74,78,83,65,65,77,45,84,82,83,72,58,69,66,82,81,70,79,0,0,0,0,0,72.5,84.5
Daniel Olmo Carvajal,82,87,46.0,Midfielder,Spain,24,179,RB Leipzig,3-4-3,de Bundesliga,3.068,1,4,4,1,2,67,76,81,86,50,59,74,43,86,86,86,79,54,77,51,82,83,66,82,0,0,0,0,0,81.5,67.5
Aurélien Tchouaméni,82,89,61.5,Midfielder,France,22,187,Real Madrid,4-3-3,es La Liga,7.54,1,3,3,1,2,70,70,79,78,81,82,67,74,78,80,70,78,82,75,82,75,82,55,83,0,0,0,0,0,84.5,69.5
Noussair Mazraoui,82,86,40.5,Full Back,Morocco,24,183,Bayern Munich,4-2-3-1,de Bundesliga,3.068,1,3,3,2,0,84,66,77,82,76,74,69,65,83,84,69,68,70,61,69,84,77,44,79,0,0,0,0,0,79.5,83.5
Arnaut Danjuma,82,83,36.5,Midfielder,Netherlands,25,178,Villarreal,4-4-2,es La Liga,2.236,1,4,4,2,1,88,81,75,82,42,68,85,49,83,82,76,81,70,78,55,81,78,75,77,0,0,0,0,0,72.5,87.5
Aaron Ramsdale,82,86,34.5,Goalkeeper,England,24,191,Arsenal,4-2-3-1,eng Premier League,3.224,1,3,0,1,1,0,77,85,0,0,78,0,0,0,0,49,64,59,0,0,0,64,0,65,83,77,85,78,84,0.0,0.0
Lucas Tolentino Coelho de Lima,82,87,46.0,Midfielder,Brazil,24,180,West Ham,4-2-3-1,eng Premier League,4.004,0,4,5,2,2,72,78,79,85,69,78,79,68,88,86,77,77,77,77,76,80,82,75,88,0,0,0,0,0,80.0,72.0
Denzel Dumfries,82,84,34.5,Full Back,Netherlands,26,188,Inter,3-5-2,it Serie A,3.796,1,3,2,2,1,83,63,70,73,78,89,67,84,72,75,60,68,89,54,83,74,59,48,74,0,0,0,0,0,73.5,82.5
Ruslan Malinovskyi,82,82,30.5,Forward,Ukraine,29,181,Atalanta,3-4-2-1,it Serie A,3.796,0,4,4,1,1,76,81,83,81,64,80,74,74,83,86,73,92,81,88,78,80,83,84,75,0,0,0,0,0,83.0,76.0
Raúl Jiménez,82,82,25.5,Forward,Mexico,31,188,Wolverhampton Wanderers,3-4-3,eng Premier League,5.72,1,4,3,1,2,73,81,76,80,47,82,81,80,82,80,65,84,85,74,82,82,78,92,81,0,0,0,0,0,78.0,72.5
Ben Chilwell,82,85,37.0,Full Back,England,25,180,Chelsea,3-4-3,eng Premier League,5.72,0,3,3,2,1,76,60,78,78,78,75,58,69,79,81,72,74,69,47,73,78,75,52,75,0,0,0,0,0,77.0,76.0
André Miguel Valente da Silva,82,84,38.0,Forward,Portugal,26,185,RB Leipzig,3-4-3,de Bundesliga,3.796,1,3,4,1,1,74,83,70,82,47,78,84,85,82,84,75,83,77,78,75,84,74,84,84,0,0,0,0,0,71.0,74.5
Christian Pulisic,82,88,48.0,Winger,United States,23,177,Chelsea,3-4-3,eng Premier League,6.24,1,4,4,1,1,87,71,73,86,37,59,74,50,88,85,88,77,54,57,45,79,80,61,80,0,0,0,0,0,68.0,87.5
Jordan Pickford,82,84,26.0,Goalkeeper,England,28,185,Everton,4-4-2,eng Premier League,2.34,0,4,0,1,1,0,77,87,0,0,80,0,0,0,0,55,65,70,0,0,0,69,0,65,84,77,87,80,87,0.0,0.0
Willi Orban,82,82,25.5,Defender,Hungary,29,186,RB Leipzig,3-4-3,de Bundesliga,3.38,1,3,2,1,1,57,36,53,56,84,81,38,85,52,58,56,37,85,29,83,42,44,41,72,0,0,0,0,0,64.5,56.5
Idrissa Gueye,82,82,20.5,Midfielder,Senegal,32,174,Everton,4-4-2,eng Premier League,2.756,1,3,3,1,2,67,66,72,78,83,76,60,69,76,79,81,82,68,72,83,72,70,55,79,0,0,0,0,0,78.0,67.5
Iñigo Martínez Berridi,82,82,21.0,Defender,Spain,31,182,Athletic Bilbao,4-4-2,es La Liga,1.82,0,3,2,1,1,71,56,67,61,82,80,42,81,48,74,60,81,82,74,86,52,55,39,70,0,0,0,0,0,79.0,70.5
Łukasz Fabiański,82,82,3.4,Goalkeeper,Poland,37,190,West Ham,4-2-3-1,eng Premier League,2.236,1,2,0,1,1,0,82,71,0,0,83,0,0,0,0,44,53,65,0,0,0,52,0,63,82,82,71,83,82,0.0,0.0
Ivan Rakitić,82,82,14.0,Midfielder,Croatia,34,184,Sevilla,4-3-3,es La Liga,2.028,1,4,3,1,1,53,80,86,78,75,68,77,59,79,84,58,85,70,79,67,79,85,82,80,0,0,0,0,0,86.5,53.5
Dimitri Payet,82,82,12.5,Midfielder,France,35,175,Marseille,4-2-3-1,fr Ligue 1,2.08,1,4,4,2,1,70,78,84,83,40,65,75,59,84,85,74,82,71,80,54,82,87,81,83,0,0,0,0,0,81.5,70.0
Rui Pedro dos Santos Patrício,82,82,5.0,Goalkeeper,Portugal,34,190,Roma,3-4-2-1,it Serie A,3.068,0,2,0,1,1,0,80,77,0,0,80,0,0,0,0,54,58,77,0,0,0,64,0,66,82,80,77,80,83,0.0,0.0
Olivier Giroud,82,82,13.0,Forward,France,35,192,AC Milan,4-2-3-1,it Serie A,3.432,0,3,3,1,1,42,83,72,73,42,78,86,91,69,85,53,86,90,69,76,87,78,90,85,0,0,0,0,0,69.0,42.0
Simon Kjær,82,82,14.5,Defender,Denmark,33,190,AC Milan,4-2-3-1,it Serie A,3.796,1,3,2,0,2,62,54,64,60,84,78,55,80,52,69,55,74,83,41,83,31,55,61,70,0,0,0,0,0,72.5,61.5
Yuri Berchiche Izeta,82,82,21.0,Full Back,Spain,32,181,Athletic Bilbao,4-4-2,es La Liga,1.82,0,3,3,2,1,81,68,76,76,79,82,61,74,72,79,79,82,79,76,85,62,71,59,78,0,0,0,0,0,76.0,81.0
Marko Arnautović,82,82,19.5,Forward,Austria,33,192,Bologna,4-2-3-1,it Serie A,2.652,1,4,4,1,0,78,82,79,79,44,82,81,79,77,84,77,84,87,82,77,79,81,79,79,0,0,0,0,0,77.5,77.5
César Azpilicueta Tanco,82,82,20.0,Defender,Spain,32,178,Chelsea,3-4-3,eng Premier League,5.98,1,3,2,1,1,64,55,76,72,84,76,46,78,68,77,73,68,70,60,87,62,72,66,78,0,0,0,0,0,79.0,64.5
Philippe Coutinho Correia,82,82,29.5,Midfielder,Brazil,30,172,Aston Villa,4-3-3,eng Premier League,5.2,1,4,5,2,1,62,79,80,88,52,59,75,48,89,89,92,82,52,86,59,80,82,70,79,0,0,0,0,0,78.5,63.5
Christian Eriksen,82,82,29.0,Midfielder,Denmark,30,181,Manchester United,4-2-3-1,eng Premier League,7.02,1,5,4,1,0,61,78,88,80,53,52,73,52,77,89,78,84,52,85,46,74,86,67,87,0,0,0,0,0,89.5,61.5
